monitorID,longitude,latitude,elevation,timezone,countryCode,stateCode,siteName,agencyName,countyName,msaName,monitorType,siteID,instrumentID,aqsID,pwfslID,pwfslDataIngestSource,telemetryAggregator,telemetryUnitID
420270100_01,-77.8769,40.8114,NA,America/New_York,US,PA,State College,Pennsylvania Dept. of Environmental Protection,Centre,"State College, PA",NA,420270100,01,420270100,NA,AIRNOW,NA,NA
170434002_01,-88.1522,41.7714,NA,America/Chicago,US,IL,Naperville,Illinois EPA,Du Page,"Chicago-Naperville-Joliet, IL-IN-WI",NA,170434002,01,170434002,NA,AIRNOW,NA,NA
060010007_01,-121.784217,37.687526,137,America/Los_Angeles,US,CA,Livermore - Rincon,San Francisco Bay Area AQMD,Alameda,"San Francisco-Oakland-Fremont, CA",NA,060010007,01,060010007,NA,AIRNOW,NA,NA
482570005_01,-96.3175,32.565,NA,America/Chicago,US,TX,Kaufman C71,Texas Commission on Environmental Quality,Kaufman,"Dallas-Fort Worth-Arlington, TX",NA,482570005,01,482570005,NA,AIRNOW,NA,NA
010890014_01,-86.591698,34.6917,NA,America/Chicago,US,AL,Huntsville Old Airport,Huntsville Natural Resources and Environmental Management,Madison,"Huntsville, AL",NA,010890014,01,010890014,NA,AIRNOW,NA,NA
370670030_01,-80.3419,36.0261,249,America/New_York,US,NC,Clemmons Middle,Forsyth County Office of Environmental Assistance and Protection,Forsyth,"Winston-Salem, NC",NA,370670030,01,370670030,NA,AIRNOW,NA,NA
060111002_01,-121.99887,39.18919,NA,America/Los_Angeles,US,CA,Colusa - Sunrise Blvd.,California Air Resources Board,Colusa,NA,NA,060111002,01,060111002,NA,AIRNOW,NA,NA
240251001_01,-76.2967,39.41,8,America/New_York,US,MD,Edgewood,Maryland Department of the Environment,Harford,"Baltimore-Towson, MD",NA,240251001,01,240251001,NA,AIRNOW,NA,NA
361192004_01,-73.7642,41.0522,NA,America/New_York,US,NY,White Plains,New York Dept. of Environmental Conservation,Westchester,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NA,361192004,01,361192004,NA,AIRNOW,NA,NA
391030004_01,-81.9239,41.0604,NA,America/New_York,US,OH,Chippewa Lake,Ohio EPA-DAPC,Medina,"Cleveland-Elyria-Mentor, OH",NA,391030004,01,391030004,NA,AIRNOW,NA,NA
410399004_01,-123.0535,43.7995,198,America/Los_Angeles,US,OR,Cottage Grove City Shops,Lane Regional Air Protection Agency,Lane,"Eugene-Springfield, OR",NA,410399004,01,410399004,NA,AIRNOW,NA,NA
410390060_01,-123.08377,44.0263,137,America/Los_Angeles,US,OR,Eugene - Amazon Park,Lane Regional Air Protection Agency,Lane,"Eugene-Springfield, OR",NA,410390060,01,410390060,NA,AIRNOW,NA,NA
840410390101_01,-123.12107,44.1158,120,America/Los_Angeles,US,OR,Eugene - Wilkes Dr.,Lane Regional Air Protection Agency,Lane,"Eugene-Springfield, OR",NA,840410390101,01,840410390101,NA,AIRNOW,NA,NA
000065401_01,-77.3956,44.1503,NA,America/Toronto,CA,ON,Belleville,Ontario Ministry of the Environment,Ontario,NA,NA,000065401,01,000065401,NA,AIRNOW,NA,NA
410170004_01,-121.5555,44.2921,974,America/Los_Angeles,US,OR,Sisters Forest Service,Oregon Dept. of Environmental Quality,Deschutes,NA,NA,410170004,01,410170004,NA,AIRNOW,NA,NA
530330057_01,-122.338265,47.559975,4,America/Los_Angeles,US,WA,Seattle-Duwamish,Washington Department of Ecology,King,"Seattle-Tacoma-Bellevue, WA",NA,530330057,01,530330057,NA,AIRNOW,NA,NA
530330080_01,-122.308628,47.568236,102,America/Los_Angeles,US,WA,Seattle-Beacon Hill,Washington Department of Ecology,King,"Seattle-Tacoma-Bellevue, WA",NA,530330080,01,530330080,NA,AIRNOW,NA,NA
530070010_01,-120.6647,47.5988,357,America/Los_Angeles,US,WA,Leavenworth-Evans St,Washington Department of Ecology,Chelan,"Wenatchee, WA",NA,530070010,01,530070010,NA,AIRNOW,NA,NA
381010003_01,-101.571583,47.940861,666,America/Chicago,US,ND,RYDER,North Dakota Department of Health,Ward,NA,NA,381010003,01,381010003,NA,AIRNOW,NA,NA
410432002_01,-122.7305,44.3958,164,America/Los_Angeles,US,OR,Sweet Home - Fire Department,Oregon Dept. of Environmental Quality,Linn,"Albany-Lebanon, OR",NA,410432002,01,410432002,NA,AIRNOW,NA,NA
410010004_01,-117.8446,44.78822,1048,America/Los_Angeles,US,OR,Baker City - Forest Service,Oregon Dept. of Environmental Quality,Baker,NA,NA,410010004,01,410010004,NA,AIRNOW,NA,NA
530310003_01,-122.7789,48.129101,20,America/Los_Angeles,US,WA,Port Townsend-San Juan,Washington Department of Ecology,Jefferson,NA,NA,530310003,01,530310003,NA,AIRNOW,NA,NA
840530510008_01,-117.053102,48.181952,695,America/Los_Angeles,US,WA,Newport-Calispel,Washington Department of Ecology,Pend Oreille,NA,NA,840530510008,01,840530510008,NA,AIRNOW,NA,NA
120850007_01,-80.240692,27.172459,NA,America/New_York,US,FL,Stuart,Florida Dept. of Environmental Protection,Martin,NA,NA,120850007,01,120850007,NA,AIRNOW,NA,NA
400310651_01,-98.428802,34.632999,362,America/Chicago,US,OK,Lawton North,Oklahoma Department of Environmental Quality,Comanche,"Lawton, OK",NA,400310651,01,400310651,NA,AIRNOW,NA,NA
840401439029_01,-96.012749,35.901324,216,America/Chicago,US,OK,Muscogee (Creek) Nation,Cherokee Nation,Tulsa,NA,NA,840401439029,01,840401439029,NA,AIRNOW,NA,NA
840040059999_01,-112.107028,36.060444,2124,America/Phoenix,US,AZ,Grand Canyon ozone bench,National Park Service,Coconino,NA,NA,840040059999,01,840040059999,NA,AIRNOW,NA,NA
245100040_01,-76.604698,39.2981,12,America/New_York,US,MD,Oldtown,Maryland Department of the Environment,Baltimore (City),"Baltimore-Towson, MD",NA,245100040,01,245100040,NA,AIRNOW,NA,NA
420850100_01,-80.485,41.215,NA,America/New_York,US,PA,Farrell,Pennsylvania Dept. of Environmental Protection,Mercer,"Youngstown-Warren-Boardman, OH-PA",NA,420850100,01,420850100,NA,AIRNOW,NA,NA
840060932002_01,-122.318254,41.312688,1073,America/Los_Angeles,US,CA,Mt Shasta,Siskiyou County APCD,Siskiyou,NA,NA,840060932002,01,840060932002,NA,AIRNOW,NA,NA
460110003_01,-96.807299,44.348604,NA,America/Chicago,US,SD,Research Farm,South Dakota Department of Environment and Natural Resources,Brookings,NA,NA,460110003,01,460110003,NA,AIRNOW,NA,NA
530639999_01,-117.589027,47.645351,729,America/Los_Angeles,US,WA,Airway Heights-West 12th (US),Washington Department of Ecology,Spokane,NA,NA,530639999,01,530639999,NA,AIRNOW,NA,NA
000091801_01,-111.1764,58.7083,NA,America/Edmonton,CA,AB,Fort Chipewyan,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000091801,01,000091801,NA,AIRNOW,NA,NA
80011G018_01,-101.25751700000001,21.017676,610,America/Mexico_City,MX,GJ,Estación Guanajuato,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,NA,NA,80011G018,01,80011G018,NA,AIRNOW,NA,NA
150031001_01,-157.858093,21.310301,NA,Pacific/Honolulu,US,HI,Honolulu,Hawaii State Dept. of Health,Honolulu,"Honolulu, HI",NA,150031001,01,150031001,NA,AIRNOW,NA,NA
170316005_01,-87.748826,41.864329,186,America/Chicago,US,IL,Cicero2,Illinois EPA,Cook,"Chicago-Naperville-Joliet, IL-IN-WI",NA,170316005,01,170316005,NA,AIRNOW,NA,NA
270370470_01,-93.2372,44.7383,NA,America/Chicago,US,MN,Apple Valley,Minnesota Pollution Control Agency,Dakota,"Minneapolis-St. Paul-Bloomington, MN-WI",NA,270370470,01,270370470,NA,AIRNOW,NA,NA
530610020_01,-121.603104,48.246799,182,America/Los_Angeles,US,WA,Darrington-Fir St,Washington Department of Ecology,Snohomish,"Seattle-Tacoma-Bellevue, WA",NA,530610020,01,530610020,NA,AIRNOW,NA,NA
530090013_01,-124.6203,48.2867,467,America/Los_Angeles,US,WA,Cheeka Peak,Washington Department of Ecology,Clallam,"Port Angeles, WA",NA,530090013,01,530090013,NA,AIRNOW,NA,NA
300530018_01,-115.548,48.3841,2033,America/Denver,US,MT,Libby Courthouse,Montana DEQ,Lincoln,NA,NA,300530018,01,300530018,NA,AIRNOW,NA,NA
000100304_01,-123.3583,48.4292,31,America/Vancouver,CA,BC,Victoria Topaz,British Columbia Ministry of Environment,British Columbia,NA,NA,000100304,01,000100304,NA,AIRNOW,NA,NA
120866001_01,-80.4828,25.4719,NA,America/New_York,US,FL,Homestead Fire Station #16,Florida Dept. of Environmental Protection,Miami - Dade,"Miami-Fort Lauderdale-Miami Beach, FL",NA,120866001,01,120866001,NA,AIRNOW,NA,NA
483491051_01,-96.3992,32.0319,128,America/Chicago,US,TX,Corsicana C1051,Texas Commission on Environmental Quality,Navarro,"Corsicana, TX",NA,483491051,01,483491051,NA,AIRNOW,NA,NA
481390016_01,-97.026922,32.482081,203,America/Chicago,US,TX,Midlothian OFW C52,Texas Commission on Environmental Quality,Ellis,"Dallas-Fort Worth-Arlington, TX",NA,481390016,01,481390016,NA,AIRNOW,NA,NA
061111004_01,-119.2313,34.44806,233,America/Los_Angeles,US,CA,Ojai - Ojai Ave.,Ventura County  APCD,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",NA,061111004,01,061111004,NA,AIRNOW,NA,NA
060379033_01,-118.130689,34.669589,720,America/Los_Angeles,US,CA,Lancaster-Division,Mojave Desert AQMD,Los Angeles,"Los Angeles-Long Beach-Santa Ana, CA",NA,060379033,01,060379033,NA,AIRNOW,NA,NA
051191008_01,-92.3283,34.6811,NA,America/Chicago,US,AR,ADEQ-DSR,Arkansas Department of Environmental Quality,Pulaski,"Little Rock-North Little Rock, AR",NA,051191008,01,051191008,NA,AIRNOW,NA,NA
180050008_01,-85.891332,39.237457,NA,America/Indiana/Indianapolis,US,IN,Columbus - Rocky Ford Rd,Indiana Dept. of Environmental Management,Bartholomew,NA,NA,180050008,01,180050008,NA,AIRNOW,NA,NA
060799999_01,-120.521368,35.526644,330,America/Los_Angeles,US,CA,Temporary PM2.5 Creston,San Luis Obispo County APCD,San Luis Obispo,NA,NA,060799999,01,060799999,NA,AIRNOW,NA,NA
100031007_01,-75.7308,39.5511,NA,America/New_York,US,DE,LUMS 2,Delaware Dept. of Natural Resources and Environment,New Castle,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,100031007,01,100031007,NA,AIRNOW,NA,NA
080310028_01,-104.988469,39.785622,NA,America/Denver,US,CO,Globeville,Colorado Department of Public Health and Environment,Denver,NA,NA,080310028,01,080310028,NA,AIRNOW,NA,NA
380570004_01,-101.7669,47.2986,630,America/North_Dakota/Beulah,US,ND,Beulah North,North Dakota Department of Health,Mercer,NA,NA,380570004,01,380570004,NA,AIRNOW,NA,NA
840380250004_01,-102.645997,47.342589,684,America/Denver,US,ND,Lake Ilo,North Dakota Department of Health,Dunn,NA,NA,840380250004,01,840380250004,NA,AIRNOW,NA,NA
130590002_01,-83.3575,33.925,NA,America/New_York,US,GA,Athens,Georgia Department of Natural Resources,Clarke,"Athens-Clarke County, GA",NA,130590002,01,130590002,NA,AIRNOW,NA,NA
060658005_01,-117.4925,33.996387,231,America/Los_Angeles,US,CA,Mira Loma - Van Buren,South Coast AQMD,Riverside,"Riverside-San Bernardino-Ontario, CA",NA,060658005,01,060658005,NA,AIRNOW,NA,NA
040134021_01,-112.002642,33.41046,NA,America/Phoenix,US,AZ,Eastwood,Maricopa County Air Quality Department,Maricopa,"Phoenix-Mesa-Scottsdale, AZ",NA,040134021,01,040134021,NA,AIRNOW,NA,NA
061072002_01,-119.29095,36.33252,NA,America/Los_Angeles,US,CA,Visalia - N. Church Street,California Air Resources Board,Tulare,"Visalia-Porterville, CA",NA,061072002,01,061072002,NA,AIRNOW,NA,NA
060970004_01,-122.818294,38.403765,NA,America/Los_Angeles,US,CA,Sebastopol,San Francisco Bay Area AQMD,Sonoma,"Santa Rosa-Petaluma, CA",NA,060970004,01,060970004,NA,AIRNOW,NA,NA
081230006_01,-104.7061,40.4147,1450,America/Denver,US,CO,Greeley Hospital,Colorado Department of Public Health and Environment,Weld,"Greeley, CO",NA,081230006,01,081230006,NA,AIRNOW,NA,NA
360290005_01,-78.8094,42.8781,NA,America/New_York,US,NY,Buffalo,New York Dept. of Environmental Conservation,Erie,"Buffalo-Niagara Falls, NY",NA,360290005,01,360290005,NA,AIRNOW,NA,NA
000061009_01,-82.395341,42.990263,NA,America/Toronto,CA,ON,Sarnia,Ontario Ministry of the Environment,Ontario,NA,NA,000061009,01,000061009,NA,AIRNOW,NA,NA
000090120_01,-113.6111,53.5028,NA,America/Edmonton,CA,AB,Edmonton South,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000090120,01,000090120,NA,AIRNOW,NA,NA
000091101_01,-112.8686,53.6825,NA,America/Edmonton,CA,AB,Elk Island,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000091101,01,000091101,NA,AIRNOW,NA,NA
000106900_01,-124.006104,54.0163,NA,America/Vancouver,CA,BC,Vanderhoof BAM,British Columbia Ministry of Environment,British Columbia,NA,NA,000106900,01,000106900,NA,AIRNOW,NA,NA
480290059_01,-98.311699,29.275299,140,America/Chicago,US,TX,Calaveras Lake C59,Texas Commission on Environmental Quality,Bexar,"San Antonio, TX",NA,480290059,01,480290059,NA,AIRNOW,NA,NA
482011050_01,-95.0156,29.5831,3,America/Chicago,US,TX,Seabrook Friendship Park C45,Texas Commission on Environmental Quality,Harris,"Houston-Sugar Land-Baytown, TX",NA,482011050,01,482011050,NA,AIRNOW,NA,NA
490353010_01,-111.9309,40.7955,NA,America/Denver,US,UT,Rose Park,Utah Department of Environmental Quality,Salt Lake,"Salt Lake City, UT",NA,490353010,01,490353010,NA,AIRNOW,NA,NA
840421150215_01,-75.686602,41.867336,NA,America/New_York,US,PA,New Milford,Pennsylvania Dept. of Environmental Protection,Susquehanna,NA,NA,840421150215,01,840421150215,NA,AIRNOW,NA,NA
270530963_01,-93.2581,44.9536,NA,America/Chicago,US,MN,Minneapolis-Phillips,Minnesota Pollution Control Agency,Hennepin,"Minneapolis-St. Paul-Bloomington, MN-WI",NA,270530963,01,270530963,NA,AIRNOW,NA,NA
840530610021_01,-122.285194,48.065339,10,America/Los_Angeles,US,WA,Tulalip-Totem Beach Rd,Washington Department of Ecology,Snohomish,"Seattle-Tacoma-Bellevue, WA",NA,840530610021,01,840530610021,NA,AIRNOW,NA,NA
530299999_01,-122.660004,48.294399,10,America/Los_Angeles,US,WA,Oak Harbor-SW 6th (US),Washington Department of Ecology,Island,NA,NA,530299999,01,530299999,NA,AIRNOW,NA,NA
120860034_01,-80.686944,25.686944,3,America/New_York,US,FL,Kendal,Florida Dept. of Environmental Protection,Miami - Dade,"Miami-Fort Lauderdale-Miami Beach, FL",NA,120860034,01,120860034,NA,AIRNOW,NA,NA
371830014_01,-78.574167,35.856111,30,America/New_York,US,NC,Millbrook NCore,North Carolina DEQ - Division of Air Quality,Wake,"Raleigh-Cary, NC",NA,371830014,01,371830014,NA,AIRNOW,NA,NA
320030298_01,-115.052942,36.048705,562,America/Los_Angeles,US,NV,GreenValley,Clark County Department of Environment and Sustainability ,Clark,"Las Vegas-Paradise, NV",NA,320030298,01,320030298,NA,AIRNOW,NA,NA
000063701_01,-81.7425,43.3306,NA,America/Toronto,CA,ON,Grand Bend,Ontario Ministry of the Environment,Ontario,NA,NA,000063701,01,000063701,NA,AIRNOW,NA,NA
160150002_01,-115.972386,44.104498,NA,America/Boise,US,ID,Garden Valley,Idaho Department of Environmental Quality,Boise,NA,NA,160150002,01,160150002,NA,AIRNOW,NA,NA
000060304_01,-76.521128,44.219867,NA,America/Toronto,CA,ON,Kingston,Ontario Ministry of the Environment,Ontario,NA,NA,000060304,01,000060304,NA,AIRNOW,NA,NA
060010015_01,-121.903019,37.701222,100,America/Los_Angeles,US,CA,Pleasanton - Owens Ct.,San Francisco Bay Area AQMD,Alameda,"San Francisco-Oakland-Fremont, CA",NA,060010015,01,060010015,NA,AIRNOW,NA,NA
191630015_01,-90.587502,41.529999,NA,America/Chicago,US,IA,"Davenport, 10th & Vine",Iowa DNR,Scott,"Davenport-Moline-Rock Island, IA-IL",NA,191630015,01,191630015,NA,AIRNOW,NA,NA
421174000_01,-76.9392,41.6447,651,America/New_York,US,PA,Tioga County,Pennsylvania Dept. of Environmental Protection,Tioga,NA,NA,421174000,01,421174000,NA,AIRNOW,NA,NA
410250003_01,-119.048302,43.58925,1267,America/Los_Angeles,US,OR,Burns - Washington St.,Oregon Dept. of Environmental Quality,Harney,NA,NA,410250003,01,410250003,NA,AIRNOW,NA,NA
482011035_01,-95.2575,29.7339,6,America/Chicago,US,TX,Clinton C403,Texas Commission on Environmental Quality,Harris,"Houston-Sugar Land-Baytown, TX",NA,482011035,01,482011035,NA,AIRNOW,NA,NA
482010058_01,-95.0311,29.7708,6,America/Chicago,US,TX,Baytown C148,Texas Commission on Environmental Quality,Harris,"Houston-Sugar Land-Baytown, TX",NA,482010058,01,482010058,NA,AIRNOW,NA,NA
484391002_01,-97.356567,32.805818,201,America/Chicago,US,TX,Ft. Worth Northwest C13,Texas Commission on Environmental Quality,Tarrant,"Dallas-Fort Worth-Arlington, TX",NA,484391002,01,484391002,NA,AIRNOW,NA,NA
401090097_01,-97.577674,35.502968,NA,America/Chicago,US,OK,Near Road OKC,Oklahoma Department of Environmental Quality,Oklahoma,"Oklahoma City, OK",NA,401090097,01,401090097,NA,AIRNOW,NA,NA
470090101_01,-83.9422,35.6322,793,America/New_York,US,TN,Look Rock - GSMNP,National Park Service,Blount,"Knoxville, TN",NA,470090101,01,470090101,NA,AIRNOW,NA,NA
201910002_01,-97.3664,37.4769,NA,America/Chicago,US,KS,PECK,Kansas Dept. of Health and Environment,Sumner,"Wichita, KS",NA,201910002,01,201910002,NA,AIRNOW,NA,NA
100032004_01,-75.5581,39.7394,NA,America/New_York,US,DE,MLK,Delaware Dept. of Natural Resources and Environment,New Castle,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,100032004,01,100032004,NA,AIRNOW,NA,NA
391130038_01,-84.197375,39.758235,NA,America/New_York,US,OH,Sinclair,Ohio EPA-DAPC,Montgomery,"Dayton, OH",NA,391130038,01,391130038,NA,AIRNOW,NA,NA
180890036_01,-87.495044,41.594427,NA,America/Chicago,US,IN,Hammond-167th St,Indiana Dept. of Environmental Management,Lake,"Chicago-Naperville-Joliet, IL-IN-WI",NA,180890036,01,180890036,NA,AIRNOW,NA,NA
330012004_01,-71.496335,43.566122,221,America/New_York,US,NH,Laconia,New Hampshire Dept. of Environmental Services,Belknap,"Laconia, NH",NA,330012004,01,330012004,NA,AIRNOW,NA,NA
530530029_01,-122.4517,47.1864,104,America/Los_Angeles,US,WA,Tacoma-L St,Washington Department of Ecology,Pierce,"Seattle-Tacoma-Bellevue, WA",NA,530530029,01,530530029,NA,AIRNOW,NA,NA
530530024_01,-122.46256,47.22634,108,America/Los_Angeles,US,WA,Tacoma-S 36th St,Washington Department of Ecology,Pierce,"Seattle-Tacoma-Bellevue, WA",NA,530530024,01,530530024,NA,AIRNOW,NA,NA
230030014_01,-68.3211,47.3553,NA,America/New_York,US,ME,Madawaska PSB,Maine Dept. of Environmental Protection,Aroostook,NA,NA,230030014,01,230030014,NA,AIRNOW,NA,NA
220570004_01,-90.7653,29.7639,2,America/Chicago,US,LA,Thibodaux,Louisiana Department of Environmental Quality,Lafourche,"Houma-Bayou Cane-Thibodaux, LA",NA,220570004,01,220570004,NA,AIRNOW,NA,NA
511611004_01,-79.884201,37.285599,NA,America/New_York,US,VA,EAST VINTON ELEMENTARY SCHOOL,Virginia Dept. of Environmental Quality,Roanoke,"Roanoke, VA",NA,511611004,01,511611004,NA,AIRNOW,NA,NA
060811001_01,-122.2022,37.4828,1,America/Los_Angeles,US,CA,Redwood City,San Francisco Bay Area AQMD,San Mateo,"San Francisco-Oakland-Fremont, CA",NA,060811001,01,060811001,NA,AIRNOW,NA,NA
240150003_01,-75.860001,39.701099,118,America/New_York,US,MD,Fair Hill,Maryland Department of the Environment,Cecil,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,240150003,01,240150003,NA,AIRNOW,NA,NA
080310013_01,-104.9394,39.7386,1629,America/Denver,US,CO,Denver - NJH - 14th Ave. & Albion St.,Colorado Department of Public Health and Environment,Denver,"Denver-Aurora, CO",NA,080310013,01,080310013,NA,AIRNOW,NA,NA
160010010_01,-116.347853,43.600699,826,America/Boise,US,ID,St. Lukes Meridian,Idaho Department of Environmental Quality,Ada,"Boise City-Nampa, ID",NA,160010010,01,160010010,NA,AIRNOW,NA,NA
300270006_01,-109.455315,47.048537,NA,America/Denver,US,MT,Lewistown,Montana DEQ,Fergus,NA,NA,300270006,01,300270006,NA,AIRNOW,NA,NA
271377001_01,-92.5393,47.5212,NA,America/Chicago,US,MN,Virginia,Minnesota Pollution Control Agency,St. Louis,NA,NA,271377001,01,271377001,NA,AIRNOW,NA,NA
021700008_01,-149.031655,61.534163,30,America/Anchorage,US,AK,Butte (Harrison Court),State of Alaska DEC,Matanuska-Susitna,NA,NA,021700008,01,021700008,NA,AIRNOW,NA,NA
840020900040_01,-147.693278,64.845931,NA,America/Anchorage,US,AK,A Street,State of Alaska DEC,Fairbanks North Star,"Fairbanks, AK",NA,840020900040,01,840020900040,NA,AIRNOW,NA,NA
483611100_01,-93.8731,30.18,NA,America/Chicago,US,TX,SETRPC Mauriceville 42 C642,Texas Commission on Environmental Quality,Orange,"Beaumont-Port Arthur, TX",NA,483611100,01,483611100,NA,AIRNOW,NA,NA
450630008_01,-81.154999,34.051102,69,America/New_York,US,SC,Irmo,South Carolina DHEC,Lexington,"Columbia, SC",NA,450630008,01,450630008,NA,AIRNOW,NA,NA
060371103_01,-118.226755,34.066429,30,America/Los_Angeles,US,CA,Los Angeles - N. Main Street,South Coast AQMD,Los Angeles,"Los Angeles-Long Beach-Santa Ana, CA",NA,060371103,01,060371103,NA,AIRNOW,NA,NA
011030011_01,-86.9706,34.5286,NA,America/Chicago,US,AL,DECATUR,Alabama Department of Environmental Management,Morgan,"Decatur, AL",NA,011030011,01,011030011,NA,AIRNOW,NA,NA
370510009_01,-78.953112,35.041416,61,America/New_York,US,NC,W OWEN SCH,North Carolina DEQ - Division of Air Quality,Cumberland,"Fayetteville, NC",NA,370510009,01,370510009,NA,AIRNOW,NA,NA
371470006_01,-77.360126,35.641276,7,America/New_York,US,NC,PITTAGCT,North Carolina DEQ - Division of Air Quality,Pitt,"Greenville, NC",NA,371470006,01,371470006,NA,AIRNOW,NA,NA
191471002_01,-94.693298,43.123299,NA,America/Chicago,US,IA,"Emmetsburg, ILCC",Iowa DNR,Palo Alto,NA,NA,191471002,01,191471002,NA,AIRNOW,NA,NA
220710012_01,-90.1014,29.9933,2,America/Chicago,US,LA,City Park,Louisiana Department of Environmental Quality,Orleans,"New Orleans-Metairie-Kenner, LA",NA,220710012,01,220710012,NA,AIRNOW,NA,NA
450250001_01,-80.198898,34.615299,147,America/New_York,US,SC,Chesterfield,South Carolina DHEC,Chesterfield,NA,NA,450250001,01,450250001,NA,AIRNOW,NA,NA
420110011_01,-75.9686,40.3833,92,America/New_York,US,PA,Reading Airport,Pennsylvania Dept. of Environmental Protection,Berks,"Reading, PA",NA,420110011,01,420110011,NA,AIRNOW,NA,NA
400710604_01,-97.081278,36.697189,NA,America/Chicago,US,OK,Ponca City,Oklahoma Department of Environmental Quality,Kay,"Ponca City, OK",NA,400710604,01,400710604,NA,AIRNOW,NA,NA
360290023_01,-78.76611,42.92111,NA,America/New_York,US,NY,Buffalo Near-road,New York Dept. of Environmental Conservation,Erie,NA,NA,360290023,01,360290023,NA,AIRNOW,NA,NA
060010013_01,-122.302741,37.864767,3,America/Los_Angeles,US,CA,Berkeley Aquatic Park,San Francisco Bay Area AQMD,Alameda,NA,NA,060010013,01,060010013,NA,AIRNOW,NA,NA
800090023_01,-99.1697,19.4684,2234,America/Mexico_City,MX,DF,Camarones,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,Distrito Federal,NA,NA,800090023,01,800090023,NA,AIRNOW,NA,NA
530639995_01,-117.34327,47.808226,577,America/Los_Angeles,US,WA,Colbert-Greenbluff,Spokane Regional Clean Air Agency,Spokane,"Spokane, WA",NA,530639995,01,530639995,NA,AIRNOW,NA,NA
840250212004_01,-70.962766,42.245865,NA,America/New_York,US,MA,Weymouth,Massachusetts Dept. of Environmental Protection,Norfolk,NA,NA,840250212004,01,840250212004,NA,AIRNOW,NA,NA
160491012_01,-116.3467,46.061322,1092,America/Los_Angeles,US,ID,Cottonwood E-sampler,Idaho Department of Environmental Quality,Idaho,NA,NA,160491012,01,160491012,NA,AIRNOW,NA,NA
000104003_01,-119.2833,50.2333,500,America/Vancouver,CA,BC,Vernon Science Centre,British Columbia Ministry of Environment,British Columbia,NA,NA,000104003,01,000104003,NA,AIRNOW,NA,NA
000080110_01,-104.616009,50.452701,NA,America/Regina,CA,SK,Regina,Saskatchewan Environment,Saskatchewan,NA,NA,000080110,01,000080110,NA,AIRNOW,NA,NA
000090228_01,-114.075165,51.047611,NA,America/Edmonton,CA,AB,Calgary Central2,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000090228,01,000090228,NA,AIRNOW,NA,NA
471050109_01,-84.3417,35.7197,250,America/New_York,US,TN,LOUDONMS,Tennessee Air Pollution Control Div.,Loudon,"Knoxville, TN",NA,471050109,01,471050109,NA,AIRNOW,NA,NA
470090011_01,-83.9422,35.7683,320,America/New_York,US,TN,MARYVILL,Tennessee Air Pollution Control Div.,Blount,"Knoxville, TN",NA,470090011,01,470090011,NA,AIRNOW,NA,NA
840240476432_01,-75.545666,38.013875,NA,America/New_York,US,MD,Pocomoke City,Maryland Department of the Environment,Worcester,NA,NA,840240476432,01,840240476432,NA,AIRNOW,NA,NA
420590002_01,-80.2897,39.82,NA,America/New_York,US,PA,Holbrook,Pennsylvania Dept. of Environmental Protection,Greene,NA,NA,420590002,01,420590002,NA,AIRNOW,NA,NA
420490003_01,-80.0372,42.1428,NA,America/New_York,US,PA,Erie,Pennsylvania Dept. of Environmental Protection,Erie,"Erie, PA",NA,420490003,01,420490003,NA,AIRNOW,NA,NA
840250212005_01,-70.963346,42.241229,NA,America/New_York,US,MA,WeymouthFR,Massachusetts Dept. of Environmental Protection,Norfolk,NA,NA,840250212005,01,840250212005,NA,AIRNOW,NA,NA
261630097_01,-83.157893,42.261669,NA,America/Detroit,US,MI,NMH48217,"Michigan Department of Environment, Great Lakes, and Energy",Wayne,"Detroit-Warren-Livonia, MI",NA,261630097,01,261630097,NA,AIRNOW,NA,NA
250250044_01,-71.056056,42.325197,4,America/New_York,US,MA,Boston-Von Hillern,Massachusetts Dept. of Environmental Protection,Suffolk,NA,NA,250250044,01,250250044,NA,AIRNOW,NA,NA
000090402_01,-110.6814,50.0492,NA,America/Edmonton,CA,AB,Medicine Hat - Crescent Hts,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000090402,01,000090402,NA,AIRNOW,NA,NA
000011002_01,-66.910306,52.945487,NA,America/Goose_Bay,CA,NF,FIREHALL-LABRADORCITY2,Environment Canada,Newfoundland,NA,NA,000011002,01,000011002,NA,AIRNOW,NA,NA
060470003_01,-120.433601,37.2817,NA,America/Los_Angeles,US,CA,Merced - S. Coffee Ave,San Joaquin Valley Unified APCD,Merced,"Merced, CA",NA,060470003,01,060470003,NA,AIRNOW,NA,NA
